# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = mesquite_volume_model
# start_datetime = 2023-07-16 15:43:22 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = mesquite_volume.json
# init = 2 (Default)
# random
#   seed = 1720219858 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,sigma
-25.8568,0.983385,0.489997,3,7,0,26.2002,5.28251,0.667236,0.457362
-25.2644,0.994796,0.489997,3,7,0,26.2945,5.17047,0.719853,0.363905
-25.7652,0.785586,0.489997,2,7,0,27.1812,5.09672,0.704272,0.421538
-26.261,0.770579,0.489997,3,7,0,29.0525,5.23693,0.668612,0.49089
-26.4839,0.970466,0.489997,3,7,0,28.2892,5.22119,0.648951,0.365323
-25.1042,1,0.489997,2,3,0,26.6988,5.2309,0.678399,0.389535
-26.1296,0.914346,0.489997,3,7,0,26.9417,5.02581,0.77151,0.426049
-27.2181,0.905123,0.489997,2,3,0,27.9303,4.9805,0.786496,0.443673
-28.1339,0.979338,0.489997,3,7,0,29.3485,5.07819,0.838342,0.368012
-25.7073,0.947616,0.489997,2,3,0,30.6664,5.0698,0.80178,0.429671
-24.6461,0.984603,0.489997,3,7,0,26.6428,5.16516,0.711103,0.413265
-25.2458,0.917919,0.489997,3,7,0,26.3214,5.09839,0.726164,0.40238
-25.6409,0.983471,0.489997,4,15,0,27.0434,5.06658,0.776943,0.45068
-25.5688,0.887032,0.489997,1,3,0,27.0015,5.14137,0.786455,0.437617
-26.8005,0.908767,0.489997,2,3,0,27.167,5.18995,0.795786,0.451497
-27.2428,0.896419,0.489997,2,7,0,28.9687,5.04557,0.73678,0.367013
-25.3727,1,0.489997,2,3,0,27.4588,5.08708,0.781254,0.393334
-24.7473,0.981481,0.489997,3,7,0,25.7966,5.15599,0.724964,0.387441
-25.8807,0.897008,0.489997,2,3,0,25.974,5.16117,0.763165,0.362334
-25.5749,1,0.489997,3,7,0,25.947,5.21088,0.717036,0.473054
-26.2031,0.957461,0.489997,3,7,0,27.376,5.21948,0.632686,0.412183
-26.4683,0.994494,0.489997,3,7,0,27.7004,5.26609,0.724672,0.474255
-25.6882,0.930948,0.489997,2,7,0,28.3713,5.24461,0.659589,0.459475
-25.6882,0.844856,0.489997,1,3,0,29.7901,5.24461,0.659589,0.459475
-24.871,0.973283,0.489997,2,7,0,27.5157,5.15966,0.731835,0.379759
-24.7111,0.984203,0.489997,2,7,0,25.0601,5.17921,0.737204,0.407222
-25.4839,0.965649,0.489997,2,7,0,25.8407,5.06181,0.782188,0.425224
-25.8523,0.979181,0.489997,3,7,0,26.4807,5.09718,0.783896,0.371119
-29.3801,0.605968,0.489997,3,7,0,30.1237,5.21612,0.57696,0.48359
-27.2019,0.985866,0.489997,3,7,0,30.7477,5.20066,0.69385,0.52971
-27.4102,0.949958,0.489997,2,7,0,28.524,5.13148,0.656456,0.486234
-26.3571,0.915362,0.489997,2,7,0,29.0571,5.21819,0.687624,0.501309
-26.5919,0.952668,0.489997,3,7,0,27.3223,5.25536,0.73822,0.475448
-28.0409,0.867708,0.489997,3,7,0,28.8699,5.28315,0.752437,0.389697
-24.9681,1,0.489997,2,3,0,28.3127,5.15453,0.718747,0.37707
-25.5515,0.942494,0.489997,3,7,0,26.2529,5.27197,0.684929,0.444926
-25.5256,0.966723,0.489997,3,7,0,26.925,5.17156,0.756414,0.371027
-25.0861,0.954877,0.489997,2,3,0,26.2389,5.13055,0.717715,0.383872
-24.735,0.955797,0.489997,3,7,0,25.667,5.12943,0.733186,0.418116
-26.9825,0.879361,0.489997,2,7,0,28.021,5.18874,0.702972,0.331807
-26.0868,0.865586,0.489997,2,3,0,28.0911,5.22672,0.727798,0.36038
-25.3542,1,0.489997,2,3,0,26.4564,5.18192,0.67292,0.392381
-25.5598,0.942029,0.489997,3,7,0,27.1691,5.2504,0.714013,0.386166
-26.2077,0.993907,0.489997,3,7,0,27.124,5.25075,0.6399,0.467417
-26.1595,1,0.489997,2,3,0,26.4851,5.27918,0.655069,0.471846
-24.9281,0.979229,0.489997,3,7,0,26.6547,5.23621,0.690371,0.404556
-24.6168,0.997764,0.489997,3,7,0,25.0271,5.15898,0.731801,0.401935
-24.9469,0.968309,0.489997,3,7,0,25.1121,5.12281,0.752985,0.387108
-25.3231,0.797371,0.489997,3,7,0,27.5061,5.10897,0.712462,0.428585
-26.7517,0.970541,0.489997,3,7,0,27.2567,5.1189,0.810793,0.479782
# 
#  Elapsed Time: 0.018 seconds (Warm-up)
#                0.203 seconds (Sampling)
#                0.221 seconds (Total)
# 
