# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = earnings2_model
# start_datetime = 2023-07-16 16:10:04 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = earnings2.json
# init = 2 (Default)
# random
#   seed = 1721821291 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,sigma
-9222.87,0.989819,0.0295358,7,191,0,9229.01,-36.4523,-2.84573e-05,-6.16092,-12.3562,19.2727,-9.65265,13.3325,5.58279,0.131692,-8.98914,-34.1913,13.7797,113.826
-9223.53,0.926404,0.0295358,7,255,0,9228.46,-20.3321,-5.36523e-05,3.53262,-31.5432,3.34616,-9.19642,18.7302,2.07217,0.221796,-8.15927,-18.0454,-16.9167,113.923
-9223.17,0.984408,0.0295358,7,255,0,9229.99,-11.4673,8.37706e-05,-5.30165,-37.4023,13.0657,-17.8821,13.99,2.96358,0.264253,-15.6754,-31.5268,-9.06958,112.153
-9225.27,0.976065,0.0295358,8,255,0,9231.86,-8.98814,-8.50821e-05,-8.11751,-27.2301,19.1499,-14.1707,12.6991,4.28968,-0.160278,-6.5701,-49.5486,-2.93744,114.899
-9224.2,0.997574,0.0295358,7,127,0,9231.25,-16.178,-7.06516e-06,5.82162,-35.8465,9.6901,-10.5547,14.1615,1.97719,0.633708,-14.8256,-30.2566,-2.1022,115.422
-9222.88,0.955021,0.0295358,7,127,0,9227.74,-22.2543,6.34902e-05,-6.28982,-28.8531,12.4652,-16.6067,19.1235,1.9236,0.514846,-19.8059,-16.9739,-16.6385,112.922
-9224.4,0.955332,0.0295358,7,127,0,9230.99,-29.7333,1.1592e-05,9.78789,-8.51715,13.6589,-15.4321,11.0706,1.60165,1.19132,6.048,-11.21,-11.1257,109.818
-9222.65,0.990564,0.0295358,7,127,0,9231.99,-38.8058,2.00904e-05,-6.32012,-18.3191,14.0813,-7.98786,19.08,3.52236,0.22679,-6.7988,-14.4491,47.0714,114.853
-9222.01,0.934352,0.0295358,7,255,0,9227.69,-33.1831,-5.20603e-05,5.3961,2.02518,14.2102,-14.4812,14.0951,5.28234,0.0880246,-8.91793,8.69285,-67.9421,111.947
-9221.08,0.979356,0.0295358,8,255,0,9225.23,-49.0122,-4.35034e-05,-5.97111,-6.23056,11.2584,-2.62882,19.5459,3.67346,0.437051,11.3508,9.29251,11.9161,114.371
-9221.35,0.960959,0.0295358,7,127,0,9224.96,-37.6727,-5.968e-05,7.33926,8.07776,16.774,-11.6324,13.4491,4.46431,0.160605,-0.854429,-2.59422,-13.8279,112.025
-9222.81,0.882408,0.0295358,7,191,0,9226.97,-31.2166,-0.000142086,7.66702,6.6297,15.4844,-9.63966,15.777,4.65271,0.0240882,-1.72254,-3.30085,-23.3126,112.586
-9223.67,0.857994,0.0295358,7,127,0,9229.45,-46.7692,-1.6599e-06,13.8209,-16.734,16.436,-5.11088,14.0482,5.30271,0.243246,11.3204,-10.9093,-34.4709,115.527
-9223.34,0.960694,0.0295358,7,255,0,9231.06,-31.6585,3.37229e-05,-13.3649,-3.68624,19.5116,-7.51024,15.4025,5.59386,-0.290576,-6.46462,14.588,-4.21181,113.153
-9220.55,0.998785,0.0295358,7,127,0,9226.65,-35.3487,-6.04052e-06,-2.45753,-14.0681,20.1037,-10.1589,16.2137,5.60578,-0.328619,-6.42161,8.96569,-15.5574,112.452
-9222.69,0.972361,0.0295358,7,255,0,9227,-57.0705,-6.43366e-05,-3.6028,7.10379,18.4371,-8.76807,20.7477,5.55498,0.111776,-2.48545,8.53535,2.98412,113.643
-9225.31,0.765327,0.0295358,7,127,0,9229.95,-30.3915,0.000178959,-0.411831,21.4152,3.26913,-10.0506,12.8167,4.55233,0.384159,-8.96659,10.8993,-21.9095,113.767
-9224.74,0.976184,0.0295358,7,127,0,9229.58,-49.2222,-0.000117664,-2.50526,-24.3837,29.918,-3.24181,18.69,4.29415,0.219035,1.53854,16.9672,-46.3135,112.928
-9225.57,0.999081,0.0295358,7,127,0,9230.92,-42.7349,6.29216e-05,5.18393,21.5194,1.6685,-9.47863,15.5885,5.94473,-0.175741,-1.11909,14.5448,9.78555,111.99
-9222.09,0.898494,0.0295358,7,127,0,9232.06,-34.3944,1.17335e-05,-3.44312,-5.81616,14.8189,-14.0498,19.9675,4.53736,-0.0829715,-14.2341,-2.56754,-38.6696,115.751
-9222.79,0.817161,0.0295358,7,127,0,9227.25,-27.2324,-0.000146485,4.16717,-16.3502,13.9024,-6.69387,11.4148,4.08763,0.340905,1.99976,-6.31963,-69.8931,115.085
-9223.91,0.997633,0.0295358,7,127,0,9229.22,-50.6756,2.53892e-05,-6.1638,6.96865,11.4339,-12.3363,21.3889,2.08712,0.967393,30.0143,-12.365,0.543362,110.9
-9222.72,0.997467,0.0295358,7,127,0,9227.85,-39.2737,2.89807e-05,1.15487,-1.94999,0.54149,-8.98238,15.6324,2.45305,0.97439,26.0043,-6.69933,2.60209,112.661
-9222.8,0.818506,0.0295358,7,127,0,9228.41,-36.338,0.000118107,-1.89923,10.5917,16.9906,-17.7438,15.0744,5.3264,0.0440377,-8.27181,6.25212,-21.7604,115.927
-9226.31,0.978373,0.0295358,7,127,0,9234.49,-61.5055,7.38277e-05,-3.3181,-6.98017,7.2865,-8.95421,23.3869,6.15461,-0.310906,0.0698597,17.4646,-19.7452,113.485
-9235.03,0.972234,0.0295358,6,63,0,9238.82,-44.7025,-7.86614e-05,-2.6944,6.47068,-0.0012908,-3.4187,26.3168,4.88738,-0.653497,-6.9726,24.6641,-21.1932,113.005
-9221.57,0.983854,0.0295358,6,63,0,9239.52,-42.6786,8.13498e-05,0.450088,0.321832,11.8011,-6.19388,16.1439,6.01128,-0.0720357,-6.96899,18.8333,5.55369,112.892
-9225.32,0.997818,0.0295358,7,127,0,9229.77,-36.5308,2.68555e-05,8.48239,-22.1044,14.926,-21.8893,17.4934,3.17377,0.404677,-17.8321,20.6028,10.8511,115.698
-9222.47,0.975295,0.0295358,7,255,0,9231.59,-36.3005,-6.40954e-05,-5.81413,-2.77127,21.3439,2.00121,14.35,4.40913,0.284439,21.1521,-5.17879,-44.9752,111.456
-9223.29,0.963521,0.0295358,7,127,0,9228.99,-53.7139,-6.47924e-05,-7.90063,7.02043,17.5303,1.9479,19.4448,4.78515,0.117106,3.23851,-16.2043,-50.8583,112.018
-9225.48,0.804983,0.0295358,7,127,0,9232.8,-35.9972,-2.92008e-05,8.92189,3.33249,8.89504,-14.5798,14.16,4.97109,-0.063023,-17.1592,-1.52105,-14.125,117.245
-9220.72,0.997623,0.0295358,7,127,0,9229.04,-25.5077,5.47095e-05,-2.49368,-17.4617,11.0052,-8.06837,13.4123,5.84163,-0.3271,-2.43308,7.29819,-35.9984,112.827
-9226.94,0.769472,0.0295358,7,127,0,9230.62,-24.8951,-0.000193617,2.49993,-25.6307,23.9114,-13.1853,14.8193,3.96718,0.106264,11.3928,12.9373,-15.4659,117.905
-9225.5,0.988126,0.0295358,7,127,0,9231.3,-56.8005,-0.000166429,-0.119462,7.36935,8.20045,-4.86001,18.4715,3.3345,0.765249,-3.85852,-9.56642,-10.1189,108.735
-9233.09,0.999966,0.0295358,7,127,0,9238.24,-21.3193,1.29117e-05,7.21514,-13.826,17.8526,-14.3908,15.7453,-1.00842,1.21285,2.40465,-29.2958,20.5014,119.409
-9232.75,0.98701,0.0295358,7,127,0,9240.65,-25.632,3.38306e-05,2.96636,-8.50834,13.0644,-13.817,16.5764,-0.506866,1.26142,1.27317,-35.9168,19.424,121.246
-9223.6,0.924681,0.0295358,7,127,0,9240.67,-14.0219,-0.000102841,-4.14737,-12.7157,7.54064,-17.3305,14.9396,3.13087,0.192615,-5.97624,-18.9963,-44.4182,109.165
-9220.84,0.940372,0.0295358,7,255,0,9227.89,-39.6944,-1.6798e-05,2.60923,-25.9571,13.8375,-7.07418,16.639,4.18092,0.25569,-6.88236,0.5184,-6.33386,116.292
-9223.19,0.885233,0.0295358,7,127,0,9227.64,-40.9625,5.46228e-05,12.1611,-5.8612,6.57038,-11.5942,18.2,4.6251,-0.0656303,26.4744,-3.40639,-28.7219,115.352
-9224.91,0.957977,0.0295358,7,127,0,9229.82,-47.4513,-3.9349e-05,-9.09081,8.17301,19.3053,-4.55488,19.572,2.92591,0.736379,-8.33748,20.286,-14.5724,109.989
-9226.43,0.987709,0.0295358,7,127,0,9232.94,-56.2283,2.23883e-05,-1.71909,31.4296,19.4456,-14.8037,15.6178,2.9145,1.20332,-6.76212,20.3461,-14.3544,114.048
-9224.94,0.94468,0.0295358,8,255,0,9232.6,-16.8576,-4.53842e-05,0.335101,-27.3708,19.2069,-16.6347,15.8666,5.17894,-0.588974,1.74937,-29.2848,13.9779,112.021
-9224.11,0.927453,0.0295358,8,255,0,9229.93,-46.9985,-0.000101024,-4.85402,-1.95525,19.8056,-15.0168,14.6008,2.55491,1.2341,16.0133,-10.5203,-40.4848,111.547
-9224.38,0.936964,0.0295358,7,255,0,9230.66,-35.002,-2.42024e-05,9.66049,-3.54861,7.38207,-4.89884,19.7214,2.86696,0.1489,-0.839941,-35.6014,3.35465,114.378
-9226.15,0.990394,0.0295358,7,127,0,9230.27,-49.2584,1.5001e-05,2.99288,-21.7786,12.025,-9.91923,18.0422,4.93616,0.2039,0.809762,-43.1783,-8.42008,109.783
-9221.58,0.999632,0.0295358,7,127,0,9237.09,-36.8968,9.38731e-06,-2.90287,1.24835,8.96451,-17.6942,16.0856,5.02373,0.175455,4.35081,-30.1872,3.22137,110.15
-9222.36,0.898338,0.0295358,7,255,0,9227.56,-8.59215,-6.72653e-05,0.268014,-18.7071,9.27696,-12.94,11.7062,2.76556,0.365853,-9.21137,-1.47761,-7.80658,114.809
-9225.1,0.999612,0.0295358,7,127,0,9236.11,-61.1887,-1.12981e-05,-3.1934,9.39362,21.0451,-1.9162,19.8166,7.00113,-0.376565,20.6001,-14.9292,-6.50698,113.74
-9221.28,0.89972,0.0295358,7,127,0,9227.98,-30.0326,-9.72191e-05,4.61405,-17.2805,11.1967,-6.61584,14.1986,1.76361,0.818626,-1.67208,-4.02105,-19.7693,112.312
-9222.09,0.995588,0.0295358,7,127,0,9227.39,-24.5144,6.44451e-05,-2.4929,-23.8806,24.7466,-9.78976,13.432,5.05009,-0.243376,-15.8216,10.3794,-40.4881,113.468
-9220.55,0.820569,0.0295358,7,255,0,9226.8,-48.4025,-6.66598e-05,4.18341,12.4663,5.16992,-9.27401,18.4935,3.76305,0.580405,20.4269,-4.23974,-15.6065,112.746
-9223.38,0.988717,0.0295358,7,255,0,9228.07,-54.2459,-2.413e-05,3.34651,20.1249,6.3819,-11.0226,19.2887,4.19103,0.676579,21.9518,2.9986,-15.7902,114.141
-9223.57,0.999381,0.0295358,8,255,0,9228.77,-26.0113,-2.60133e-05,-0.630314,-4.45368,10.7873,-18.9405,12.9217,5.86368,0.0651645,-18.4706,-20.0107,-25.053,112.533
-9224.74,0.979881,0.0295358,7,127,0,9229.33,-47.7887,-6.20081e-05,-0.143564,1.53489,-1.85296,-7.69663,21.6542,2.13139,1.00338,20.255,-11.6539,-18.8677,113.503
-9221.68,0.987685,0.0295358,7,255,0,9231.15,-44.8513,-7.03289e-05,10.2705,3.00142,5.11633,-12.9377,19.2301,4.41529,0.218274,14.0124,-12.3011,-54.9154,113.402
-9224.09,0.927553,0.0295358,7,255,0,9229.44,-32.7804,0.000141739,-7.17566,-5.65072,7.1585,-16.1204,14.1082,5.47335,0.0673834,14.0492,14.8845,14.1807,114.623
-9225.06,0.999327,0.0295358,7,127,0,9230.59,-28.8803,-9.76259e-05,-7.16696,6.77203,13.3743,-18.9794,16.0378,5.52293,-0.236322,5.11823,10.5221,-9.17378,116.508
-9222.68,0.862342,0.0295358,7,127,0,9229,-35.4522,0.000181951,-0.585142,1.35973,16.0804,-10.5909,12.2857,5.89991,-0.03792,1.98344,9.64689,-4.49016,115.772
-9221.6,0.94305,0.0295358,7,255,0,9227.55,-44.4472,0.000124508,-3.75347,-2.07482,8.58904,-5.51002,18.5866,5.86026,-0.278319,14.1389,-9.78075,-13.5229,113.086
-9224.25,0.956535,0.0295358,7,127,0,9229.13,-43.3524,6.5282e-05,5.80212,-9.43234,11.7987,-7.35462,16.5775,7.54568,-0.718481,-14.9026,7.25571,2.55859,111.23
-9223.46,0.995743,0.0295358,8,255,0,9230.11,-40.0631,3.79219e-05,-0.877645,11.6446,18.458,-11.4188,13.583,1.33618,1.32839,14.9813,6.00625,-48.518,113.626
-9225.48,0.976413,0.0295358,7,127,0,9234.23,-43.5612,-5.14874e-05,0.566659,4.58767,19.9108,-9.17381,13.0785,1.11392,1.56883,25.9537,5.29718,-40.162,115.244
-9225.84,0.995152,0.0295358,7,127,0,9232.28,-56.6037,-4.38566e-05,1.76982,-17.2741,-0.587966,-5.56694,21.305,6.04272,-0.125026,-2.58995,-5.78408,-10.623,111.709
-9221.52,0.998921,0.0295358,7,127,0,9230.21,-35.7884,-6.28012e-05,4.08957,-9.48767,16.4202,-13.0974,18.9953,3.992,-0.022757,-11.6402,1.14096,28.2748,112.946
-9222.81,0.841811,0.0295358,7,255,0,9230.45,-49.8404,-5.95646e-05,9.40076,-8.10125,7.1065,-8.71067,19.0214,3.9717,0.559335,12.574,-1.10578,6.31296,111.068
-9219.82,0.997818,0.0295358,7,127,0,9226.17,-49.6443,-5.30618e-05,2.94587,-1.68485,11.7488,-12.258,18.517,4.48036,0.268597,17.7095,-9.95161,-19.8107,114.69
-9226.93,0.912157,0.0295358,7,127,0,9230.9,-40.9967,6.8997e-05,6.6877,16.0101,15.6323,-6.34336,11.8287,4.6931,0.551397,-31.6554,-3.73768,40.1541,110.796
-9228.5,0.918647,0.0295358,6,63,0,9233.6,-46.8972,-0.000114841,6.93169,15.4128,14.9513,-7.22757,11.3419,4.88972,0.62975,-34.162,-3.78225,39.6923,110.867
-9225.55,0.986091,0.0295358,8,255,0,9234.27,-55.032,0.000147123,-4.17876,-20.1074,12.5799,-9.20284,18.6477,4.35684,0.620686,27.5885,8.86406,-12.4239,115.668
-9225.07,0.995549,0.0295358,7,255,0,9228.6,-54.6586,0.000114984,-4.36888,-20.189,12.6056,-9.48767,18.667,4.34333,0.615741,27.5454,8.68321,-12.254,115.714
-9221.72,0.940764,0.0295358,7,127,0,9229.44,-46.3565,7.38705e-05,6.85581,20.9847,10.3497,-10.3099,14.6729,4.10172,0.578143,-0.0361719,-3.61965,14.6803,111.56
-9222.37,0.986228,0.0295358,7,255,0,9231.58,-35.7856,-4.71204e-05,-2.11707,-23.3111,16.8905,-11.1965,18.7253,2.49496,0.56371,-0.189409,-37.431,-43.1306,115.007
-9221.19,0.929987,0.0295358,7,255,0,9230.34,-48.3312,1.85437e-05,1.50532,9.62474,11.2269,-10.2001,15.0842,3.3585,0.988106,24.1761,-2.23644,-26.5932,111.51
-9221.46,0.851335,0.0295358,7,127,0,9227.62,-48.7432,5.72719e-05,-8.0395,4.44098,14.9589,-7.77296,17.0496,4.42026,0.463769,-6.20359,6.18896,-5.63847,116.614
-9223.38,0.999775,0.0295358,7,127,0,9226.83,-30.0647,-2.74676e-05,7.91839,-15.2363,12.7836,-8.72257,14.3253,1.95417,0.822025,-2.27568,14.7399,-52.2026,109.744
-9223.56,0.950453,0.0295358,8,255,0,9228.74,-19.8157,-6.32656e-05,4.77391,-19.3749,13.2121,-9.37267,12.7421,2.72712,0.5728,-17.4806,9.55164,-71.4242,112.441
-9223.07,0.869458,0.0295358,7,255,0,9229.37,-24.1608,0.000168252,-3.96677,-21.3491,15.2505,-6.02473,13.0432,1.6571,0.868095,-13.6256,-6.45572,-50.5656,113.313
-9225.71,0.996688,0.0295358,7,127,0,9229.03,-37.0992,-0.000104422,1.15427,5.94369,17.2173,-12.5755,17.3021,1.13914,1.124,-28.5494,-15.3167,-47.8869,116.289
-9226.76,0.987218,0.0295358,7,255,0,9237.47,-40.9505,7.3973e-05,-2.70504,-7.94938,11.0327,-9.16186,19.2717,3.97138,0.327437,46.9342,-37.7349,12.279,110.623
-9221.2,0.999843,0.0295358,7,127,0,9229.85,-32.7419,7.1599e-05,4.54124,-16.262,13.9087,-12.1684,15.1341,3.92881,0.175809,25.6457,-28.5094,-8.24326,113.088
-9221.1,0.892597,0.0295358,7,255,0,9225.9,-34.7282,1.43671e-05,-1.50083,-4.84301,8.26109,-7.85099,18.0112,2.12086,0.82621,-22.3754,-22.1051,-28.0913,113.629
-9221.35,0.991644,0.0295358,7,127,0,9225.13,-43.7729,1.67111e-05,3.05019,-9.3408,9.57721,-11.2547,17.275,5.14226,0.266393,20.0704,2.12604,-25.9718,113.076
-9221.09,0.990014,0.0295358,7,255,0,9223.98,-41.5083,1.08802e-05,6.39072,-12.3096,11.799,-6.56291,16.9165,3.24708,0.357419,16.3137,6.15087,-6.75599,114.82
-9221.72,0.98088,0.0295358,7,255,0,9227.05,-18.0928,-1.7566e-06,-4.51763,-9.47486,21.0676,-14.9734,12.3141,3.55161,0.160506,-0.847326,-8.73102,-37.2218,111.201
-9222.56,0.940369,0.0295358,7,127,0,9226.47,-41.2901,-6.84053e-06,9.41314,-27.8163,9.5774,-5.87882,17.2848,2.49623,0.705486,-7.00302,-5.85832,8.49754,114.92
-9224.36,0.999552,0.0295358,7,127,0,9229.61,-27.1514,-1.00245e-05,-11.3625,7.72987,11.6612,-20.9642,12.3923,4.16899,0.610376,-15.775,-19.7855,-32.5793,110.758
-9221.3,0.92158,0.0295358,7,127,0,9229.72,-24.5785,-2.3912e-05,4.25629,-25.4607,18.3759,-3.29646,11.4819,3.64639,0.353723,9.99572,-27.6269,-8.59309,113.698
-9222.36,0.999267,0.0295358,7,127,0,9224.4,-34.0195,7.75102e-06,-5.9121,2.28232,15.54,-12.6152,17.3378,2.23618,0.681004,-1.41368,-40.2877,-5.00725,112.209
-9221.81,0.983066,0.0295358,7,127,0,9226.02,-34.4386,1.61975e-05,-4.32785,3.18249,14.4019,-12.664,17.6073,2.38641,0.724206,-3.3497,-39.6708,-9.15794,111.866
-9221.86,0.955671,0.0295358,7,127,0,9229.98,-24.2867,4.10654e-05,10.8874,-20.8445,12.9299,-7.51072,14.9773,4.08108,0.0190351,6.13343,-22.6881,-4.34397,112.163
-9220.43,0.726267,0.0295358,7,255,0,9226.77,-31.9949,-1.76787e-05,6.98613,-13.9052,15.4101,-9.13701,13.0005,4.49788,0.0942936,4.76788,-10.2404,7.61261,110.305
-9222.82,0.932435,0.0295358,7,127,0,9227.33,-57.6027,3.14331e-05,-5.78588,11.4194,21.3526,1.31773,17.1234,5.14706,0.330357,20.7718,-16.8046,-24.3669,115.334
-9224.29,0.849742,0.0295358,7,127,0,9228.38,-64.0521,-6.91141e-06,-5.79088,4.9911,17.0962,-3.48082,21.4772,5.45827,0.172229,39.0111,-10.452,-14.1353,114.31
-9220.81,0.986334,0.0295358,7,127,0,9227.89,-36.0804,-2.78845e-05,0.401839,9.03672,8.76331,-8.18827,13.8871,2.27921,1.01594,-5.65619,-4.23238,-0.358041,114.332
-9222.98,0.961425,0.0295358,7,127,0,9229.69,-33.3832,-6.86273e-05,-3.00634,-10.0232,25.2975,-6.58228,12.902,3.73511,0.387785,34.5923,-2.02079,12.6068,111.792
-9223.24,0.998124,0.0295358,7,127,0,9231.91,-56.2976,-1.34737e-05,-2.97064,23.759,2.79795,-8.52896,19.2497,5.6,0.227868,-4.27473,1.06775,-11.5151,115.697
-9222.94,0.897359,0.0295358,7,255,0,9230.02,-42.4343,-4.18993e-05,3.58193,12.3995,19.2696,-10.2101,13.5137,2.24624,1.10575,6.70413,-9.93129,37.5077,111.741
-9223.45,0.883502,0.0295358,7,255,0,9231.14,-36.0464,4.43112e-05,3.08737,7.3226,19.4406,-2.42575,13.7734,2.38808,0.783558,-9.03799,-25.5319,-11.0965,108.952
-9219.17,0.984197,0.0295358,6,63,0,9225.43,-36.2322,-5.81791e-05,-2.61187,-0.166204,16.553,-7.02841,14.7801,3.39725,0.62783,3.84826,-23.2454,-8.3735,113.993
-9222.4,0.9989,0.0295358,7,127,0,9224.77,-38.3026,5.77568e-05,4.47705,-7.0315,27.8707,-5.64559,12.9672,4.75247,0.11354,-9.93865,-27.3632,-17.9992,113.996
-9221.88,0.957379,0.0295358,7,255,0,9229.85,-28.4331,-3.17956e-05,4.00666,-9.57084,14.2103,-4.94184,13.0781,6.1475,-0.494126,10.755,1.7366,4.11531,113.072
-9224.08,0.779794,0.0295358,7,127,0,9228.9,-44.1997,0.000151551,3.4465,-9.8285,10.1287,-13.6368,16.6479,6.26926,-0.219325,25.6383,-10.818,-5.07614,116.515
-9221.36,0.990708,0.0295358,7,255,0,9226.97,-34.464,-0.000133533,2.26245,10.9072,4.23069,-11.7319,15.7698,4.03297,0.387678,-3.50747,-11.8183,15.6855,113.371
-9220.86,0.995865,0.0295358,7,255,0,9224.83,-31.7595,-1.1864e-05,-4.06108,-12.6977,6.5566,-9.36136,17.1538,4.42591,0.150017,-9.56923,-30.5731,9.09999,115.077
-9222.35,0.882421,0.0295358,7,255,0,9228.65,-32.0256,-5.13586e-05,12.75,-10.2413,9.54993,-15.7388,17.8642,3.7141,0.227243,-15.7452,-8.96735,-42.4391,113.31
-9222.22,0.999222,0.0295358,7,127,0,9229.24,-43.0658,5.21182e-05,-12.086,5.11937,10.8925,-8.95879,15.806,3.073,0.80274,10.7915,1.71233,-26.0386,111.393
-9223.46,0.970511,0.0295358,7,127,0,9227.22,-38.7448,2.02457e-05,17.4573,-21.4683,9.11932,-9.19156,17.9408,4.67791,-0.138065,-14.1329,-2.62366,-31.3687,112.31
-9222.51,0.769041,0.0295358,7,127,0,9230.17,-15.8183,6.44264e-05,0.138901,-7.30821,12.9043,-14.6649,10.6849,4.82508,0.0586526,-17.6306,4.07804,-17.5577,116.526
-9223.61,0.934345,0.0295358,7,127,0,9230.71,-17.5673,-2.05764e-05,7.27439,-15.3306,16.5946,-2.21905,13.071,5.1621,-0.409431,-9.73106,-2.06868,-4.27521,114.488
-9225.55,0.901259,0.0295358,8,255,0,9232.2,-50.0603,9.97107e-05,-2.9879,12.1634,19.8316,-10.5803,21.0832,4.56683,0.0251359,12.931,19.2077,-39.0327,111.239
-9226.61,0.95191,0.0295358,6,63,0,9230.51,-50.3736,4.91175e-05,-2.7508,14.0581,20.1131,-11.6466,21.1766,4.46093,0.0283262,16.6803,20.1276,-39.6551,110.755
-9233.55,0.989671,0.0295358,7,127,0,9239.26,-52.5906,9.09019e-05,6.52108,-31.4598,3.26174,0.393892,17.7495,5.94159,-0.228399,-21.0403,21.023,-46.0801,113.661
-9226.78,0.962741,0.0295358,7,127,0,9241.23,-36.6229,-9.01205e-05,8.04944,-23.9319,15.1827,-5.51143,16.555,4.74718,-0.30673,-10.0914,9.05222,-64.4737,116.095
-9222.01,0.911577,0.0295358,7,127,0,9229.44,-37.7675,0.000118017,-6.44757,-12.1584,18.3096,-7.34246,15.7032,2.48412,0.655312,0.493349,6.5662,-37.5837,112.252
-9226.32,0.986361,0.0295358,7,127,0,9233.41,-55.9004,9.74591e-05,9.85111,20.5691,5.7892,-8.498,18.0045,2.79597,0.798533,9.59069,-19.7675,-30.3993,111.37
-9222.71,0.996303,0.0295358,7,127,0,9230.28,-41.2115,2.46456e-05,3.60457,7.7459,1.13713,-17.2926,15.5175,4.83948,0.205191,3.92032,-10.4135,-17.8808,113.592
-9221.58,0.974097,0.0295358,7,127,0,9227.19,-29.3924,-1.94588e-05,2.04618,-5.29426,19.0594,-10.2943,12.081,3.78021,0.23494,10.2161,-5.85962,12.0507,112.201
-9222.38,0.868624,0.0295358,7,127,0,9228.94,-35.9129,9.43015e-05,7.04715,-11.9899,23.7275,-1.85021,11.0053,3.64474,0.532986,6.56446,8.90073,11.9576,113.511
-9223.27,0.977856,0.0295358,7,127,0,9229,-36.8892,-7.38777e-06,2.06251,-22.6234,18.6426,-2.94562,14.5559,2.71278,0.582139,11.4189,18.2115,-10.2187,116.603
-9226.89,0.975514,0.0295358,7,255,0,9233.83,-44.6627,1.45704e-05,-10.4138,-21.3047,29.3346,-7.27251,17.8507,2.61054,0.65067,36.4457,-14.2862,9.94787,112.094
-9222.79,0.992245,0.0295358,7,127,0,9233.3,-15.0388,-2.21324e-05,5.73749,-7.22615,14.0401,-9.38674,9.69211,2.26786,0.665573,11.4052,-27.1863,-8.13872,113.826
-9225.51,0.944822,0.0295358,7,127,0,9229.25,-41.8097,-7.10175e-05,-8.98682,-8.7896,-2.92458,-17.2031,21.8662,1.88926,1.00038,4.29144,-23.9083,-15.185,112.674
-9224.58,0.969484,0.0295358,7,127,0,9233.18,-33.6325,-4.4621e-05,-6.17373,2.04479,12.8701,-1.47779,17.1754,2.07827,0.666138,-38.2496,-11.0098,-24.4667,116.506
-9222.21,0.995323,0.0295358,7,127,0,9229.79,-40.1906,-5.91015e-05,2.38862,-5.95602,11.5877,-15.1935,17.8742,3.61114,0.485241,-10.4315,-16.0043,-50.7687,117.623
-9223.92,0.997993,0.0295358,7,127,0,9228.81,-36.3216,3.31218e-05,10.3698,-21.3598,13.193,-3.02822,17.8536,3.4335,0.21655,0.5481,-34.2212,-62.3759,110.744
-9221.54,0.999268,0.0295358,7,127,0,9230.11,-29.5682,3.07024e-05,-8.84357,-21.6982,15.033,-13.0736,17.2511,3.926,0.148406,-8.07016,-8.41028,-23.1388,109.275
-9223.6,0.793994,0.0295358,7,127,0,9230.04,-36.5439,-1.21886e-05,5.97151,3.13886,16.4188,-0.261109,13.9001,5.07193,-0.0884848,-27.1793,-0.156912,-54.4714,110.69
-9222.46,0.951818,0.0295358,7,127,0,9231.14,-49.7351,-7.59891e-05,6.74638,-5.86922,24.2341,-0.883866,15.5409,4.65366,0.178186,12.6875,-4.2605,-31.5514,109.535
-9221.69,0.895922,0.0295358,7,255,0,9231.36,-21.1831,4.7263e-05,-2.57981,-34.9418,17.8598,-10.5314,14.8398,4.90641,-0.167655,-14.6846,-7.65911,-22.6923,111.716
-9224.14,0.658708,0.0295358,7,127,0,9230.49,-27.4631,-0.000142646,-7.38308,-17.007,7.95135,-1.36882,17.4928,5.21777,-0.301787,-20.891,-14.8103,-47.7314,113.236
-9224.26,0.765039,0.0295358,7,255,0,9234.91,-46.0785,-0.000116891,-9.51889,-12.5084,18.6044,-4.44973,18.5531,3.85148,0.2878,2.94185,-10.8636,-66.29,111.408
-9225.85,0.993077,0.0295358,7,127,0,9232.45,-44.7892,0.000140573,8.02174,15.3364,15.3697,-3.32489,12.6458,6.47577,-0.186183,11.7355,-13.7165,-43.1182,116.164
-9227.42,0.916188,0.0295358,7,127,0,9236.17,-54.8304,0.000130392,4.00379,-7.80585,28.2495,-8.92928,17.8261,2.28738,1.00559,49.9078,-11.1557,-33.4965,114.402
